bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Tabletop Games","/explore/tabletop-games","/projects/monkey-wrench-a-social-game-of-corporate-intrigue","2018-04-09T23:59:59-07:00","USD","60","0.002","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/e1ezvcpyesershrtdhh6.jpg","false","false","null","2018-02-15T07:00:48-08:00","null","null","null","null","null","2136626","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Can you figure out which player is the Saboteur before getting fired?","[""other""]","Monkey Wrench: A social game of Corporate intrigue"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/superbe-the-new-timeless-smart-watch-by-nowa","2019-05-01T23:59:59-07:00","EUR","37536","2.219866666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o9ysrvbrh9dswfgxi32t.jpg","true","false","null","2019-04-30T23:59:59-07:00","null","null","null","null","null","2498173","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The world’s thinnest smart watch that you never have to charge. Free delivery & 24-month warranty.","[""smart watches"",""watches"",""trackers"",""design""]","Superbe - The NEW Timeless Smart Watch by NOWA"
"null","Wellness","/explore/wellness","/projects/amerika-daki-turklerin-oylari-yola-cikiyor--2","2014-08-05T23:59:59-07:00","USD","275","0.11","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uiy8kagqh4k1lvjgwopv.jpg","false","false","null","2014-08-04T21:39:59-07:00","null","null","null","null","null","893571","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Yeni link: https://www.indiegogo.com/projects/amerika-daki-turklerin-oylari-yola-cikiyor/x/8357402","[""other""]","Amerika'daki Türklerin Oyları Yola Çıkıyor..."
"null","Culture","/explore/culture","/projects/emergence","2017-10-11T23:59:59-07:00","CAD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lm2iuu53d92dytvpewx3.jpg","false","false","null","2017-09-11T04:37:29-07:00","null","null","null","null","null","2210924","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A theatre training day for youth, by youth","[""social innovations""]","Emergence"
"null","Camera Gear","/explore/camera-gear","/projects/help-me-unsteal-my-camera","2014-08-08T23:59:59-07:00","USD","1460","1.46","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x6d16u9d56aas1haukkl.jpg","false","false","null","2014-07-29T16:01:52-07:00","null","null","null","null","null","884966","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","MY CAMERA GOT STOLEN AND I'M BUMMED ABOUT IT.","[""other""]","HELP ME UNSTEAL MY CAMERA"
"null","Human Rights","/explore/human-rights","/projects/make-peace-in-the-holy-land","2019-07-11T23:59:59-07:00","USD","1367","0.091133333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hw21as0vts7lqzm1lg8i.jpg","false","false","null","2019-06-11T00:00:00-07:00","null","null","null","null","null","2512769","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Join hands to transform the Karama Center, an interfaith peace center in the West Bank.","[""community""]","Make Peace in the Holy Land"
"null","Food & Beverages","/explore/food-beverages","/projects/jersey-bagels","2018-10-22T23:59:59-07:00","USD","4465","0.074416666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vcr6y1gt4cnzgkj93u9k.jpg","false","false","null","2018-08-28T00:00:00-07:00","null","null","null","null","null","2402727","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Bringing East Coast Flavor to Northwest Houston","[""food"",""restaurant"",""coffee"",""community"",""first-time founders""]","Jersey Bagels "
"null","Audio","/explore/audio","/projects/zungle-wear-the-beats--4","2016-07-28T23:59:59-07:00","USD","2732946","38.9407","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zqrqs1bucjceywccud3s.jpg","false","false","null","2016-07-27T23:59:59-07:00","null","null","null","null","production","1842503","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Sunglasses with bone conduction speakers enables to transmit sound waves to the skull via vibrations","[""sunglasses"",""speakers"",""headphones""]","ZUNGLE : Wear the Beats"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/henry-nickel-for-san-bernardino-city-council","2015-10-14T23:59:59-07:00","USD","150","0.03","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ta1plgsbyy0sbmfkw5gz.jpg","false","false","null","2015-09-14T19:39:27-07:00","null","null","null","null","null","1436890","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Re-Elect Henry Nickel to San Bernardino's 5th Ward City Council Seat.","[""other""]","Henry Nickel for San Bernardino City Council"
"null","Health & Fitness","/explore/health-fitness","/projects/sound-healing-for-the-people","2017-02-17T23:59:59-08:00","USD","75","0.015","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/i0raupcqwuds1pk173ak.jpg","false","false","null","2016-12-19T15:18:29-08:00","null","null","null","null","null","1987046","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Self Healing with Sound Guide and accompanying CD or MP3 and operational costs.","[""social innovations""]","Sound Healing for the People"
"null","Audio","/explore/audio","/projects/mc-mini-mc-brick-portable-wireless-speakers","2014-12-19T23:59:59-08:00","USD","2189","0.04378","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iofpslnrvzywjiafyxwm.jpg","false","false","null","2014-10-20T01:22:40-07:00","null","null","null","null","null","550347","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Small wireless portable speakers which fit in your hand. High quality sound. Outstanding bass.","[""other""]","mc.mini & mc.brick, portable wireless speakers"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/rxr-a-series","2019-12-19T23:59:59-08:00","USD","6725","0.33625","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rhnge39tbqbuzqe0lidi.jpg","false","false","null","2019-10-20T00:00:00-07:00","null","null","null","null","null","2536229","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A free spirit and an uptight people pleaser find unlikely friendship through a cancer support group.","[""comedy"",""festival"",""women"",""drama"",""indie""]","RxR - A Series"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/geo-trash-management","2018-02-12T23:59:59-08:00","AUD","252","0.000504","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rjdkpfm78rue2egxracb.jpg","false","false","null","2017-12-14T07:45:00-08:00","null","null","null","null","concept","2293010","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Conquering  plastic pollution, creating incentives for communities & resource's from waste plastic.","[""social innovations"",""community""]","Geo Trash Management"
"null","Food & Beverages","/explore/food-beverages","/projects/exquisite-is-now-to-go","2018-08-02T23:59:59-07:00","USD","850","0.009659090909","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oxmgdyptanmuwxu0oeeb.jpg","false","false","null","2018-07-03T11:40:06-07:00","null","null","null","null","null","2355908","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Rising Chef Brings Star Quality Food To You! How Exquisite!","[""restaurant"",""food""]","Exquisite is now TO GO!"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/shallow-valley-tv-telethon","2017-03-12T23:59:59-07:00","CAD","275","0.55","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/onfjomevai4gojjfmjoh.jpg","false","false","null","2017-02-15T13:17:01-08:00","null","null","null","null","null","2034918","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The SVTV Telethon is a scripted comedy web series that takes on the format of a small town telethon.","[""other""]","Shallow Valley TV Telethon!"
"null","Local Businesses","/explore/local-businesses","/projects/help-a-disabled-artist-earn-an-income","2015-10-11T23:59:59-07:00","GBP","90","0.09","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vthnpzaba7qo8rrbemqc.jpg","false","false","null","2015-08-12T10:57:38-07:00","null","null","null","null","null","1392544","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Uncle Frogface needs your help to set up a successful artists business.","[""other""]","Help a disabled artist earn an income"
"null","Camera Gear","/explore/camera-gear","/projects/colby-s-stolen-camera-replacement-fund","2011-08-23T23:59:00-07:00","USD","140","0.14","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rkyjdctqbzadfu8vnlak.jpg","false","false","null","2011-06-24T22:33:37-07:00","null","null","null","null","null","32949","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help me replace my equipment that was stolen from my car!","[""other""]","Colby's Stolen camera replacement fund"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/trials-tribulations-of-a-former-hot-guy","2020-04-21T23:59:59-07:00","USD","1390","0.092666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mnqsh5vxgcjydbcm5syr.jpg","false","false","null","2020-02-21T00:00:00-08:00","null","null","null","null","null","2573048","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A middle-aged former hot guy rushes to have a child  before his 86 year old father dies.","[""comedy"",""love"",""women"",""men"",""romance""]","Trials & Tribulations Of A Former Hot Guy"
"null","Tabletop Games","/explore/tabletop-games","/projects/truly-wild-magic-random-magic-effect-cards","2017-11-26T23:59:59-08:00","USD","1113","2.226","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tveu4wwceogftuxkek5x.jpg","false","false","null","2017-11-25T23:59:59-08:00","null","null","null","null","null","2280418","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A deck of random magic effects for your role playing game when magic doesn't work as expected","[""other""]","Truly Wild Magic - Random Magic Effect Cards"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/solring-smart-energy-controller","2017-12-16T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dss5k7wmzjgfojks9gkt.jpg","false","false","null","2017-11-01T16:28:25-07:00","null","null","null","null","concept","2169046","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us bring energy to developing world and remote areas everywhere.","[""solar""]","SolRing - Smart Energy Controller"
"null","Film","/explore/film","/projects/hardway-a-short-film","2019-01-09T23:59:59-08:00","USD","4400","0.244444444444","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/z0mi9yuh0yruubsao8d3.jpg","false","false","null","2018-11-20T00:00:00-08:00","null","null","null","null","null","2438910","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A day in a young woman's journey through indie wrestling. By Kathryn Lunte and Brian O’Donnell.","[""short film"",""students"",""women"",""indie"",""drama""]","Hardway - A Short Film"
"null","Education","/explore/education","/projects/get-south-africa-s-u23-ultimate-team-to-worlds","2015-05-07T23:59:59-07:00","USD","2075","0.2075","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o7w6endlywljjgha1tuc.jpg","false","false","null","2015-03-08T15:57:19-07:00","null","null","null","null","null","1169876","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","South Africa is sending a team to U23 Ultimate Worlds for the first time and we need your help!","[""other""]","Get South Africa's U23 Ultimate team to Worlds!"
"null","Wellness","/explore/wellness","/projects/help-elliot-get-top-surgery","2017-11-30T23:59:59-08:00","USD","720","0.09","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nc4js8aterokhdzpbkmt.jpg","false","false","null","2017-10-01T11:21:02-07:00","null","null","null","null","null","2182959","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help me become myself inside, and out!","[""other""]","Help Elliot Get Top Surgery!"
"null","Environment","/explore/environment","/projects/picturing-livingstone","2016-05-19T23:59:59-07:00","USD","1638","0.6552","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/it0vpayruph9i0gphlui.jpg","false","false","null","2016-04-08T09:51:20-07:00","null","null","null","null","null","1710849","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us host an empowering photography workshop to a group of Zambians, with an environmental theme.","[""social innovations""]","Picturing Livingstone"
"null","Wellness","/explore/wellness","/projects/dhm-natural-solution-to-destroy-hungover-mornings","2018-07-15T23:59:59-07:00","CAD","32261","1.28415","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hqa2dwdprnbczv88v4tc.jpg","false","false","null","2018-06-04T14:11:05-07:00","null","null","null","null","null","2379684","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Take DHM during your night to wake up feeling fresh!","[""food"",""adventure"",""beauty""]","DHM, Natural Solution to Destroy Hungover Mornings"
"null","Art","/explore/art","/projects/iffmnyc-writing-seminar-with-ricky-lee","2016-10-20T23:59:59-07:00","USD","565","0.14125","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kuvwjogqapsa04clqccu.jpg","false","false","null","2016-09-20T20:19:27-07:00","null","null","null","null","null","1895609","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Writing Seminar, Ricky Lee, Ricardo Lee, International Film Festival Manhattan, IFFMNYC, 2016","[""festival""]","IFFMNYC Writing Seminar with Ricky Lee"
"null","Comics","/explore/comics","/projects/code-limbo-the-graphic-novel","2015-05-08T23:59:59-07:00","USD","100","0.01","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/glauau6evexa4abjku6p.jpg","false","false","null","2015-03-29T03:04:16-07:00","null","null","null","null","null","1201629","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Code's mother is murdered. Eight years past and he wants to get revenge for her death.","[""other""]","Code Limbo The Graphic Novel"
"null","Home","/explore/home","/projects/pottymop-the-hands-free-mop-for-the-bathroom","2020-04-30T23:59:59-07:00","USD","5213","0.5213","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/e4ukmt1vojk75wgss72a.jpg","false","false","null","2020-03-31T00:00:00-07:00","null","null","null","null","null","2579005","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Quick and Easy Bathroom Cleaning.  Hands-free Pad Ejection! Never touch a dirty pad again.","[""family"",""women""]","PottyMop: The Hands-Free Mop for the Bathroom"
"null","Home","/explore/home","/projects/gecco-affordable-smart-water-heater-technology","2015-05-22T23:59:59-07:00","USD","5152","0.171733333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kqsqrjsgsd6ba8s8yx7o.jpg","false","false","null","2015-04-22T08:42:52-07:00","null","null","null","null","null","1219516","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Make Your Water Heater Smart with the GECCO - Lower Your Utility Bill, Reduce CO2, Employ Veterans!","[""other""]","GECCO - Affordable Smart Water Heater Technology"
